x,y
622603.765,9630082.315
622560.585,9630049.295
622525.026,9630035.325
622492.646,9630046.755
622362.467,9630151.534
622239.918,9630281.704
622197.369,9630298.853
622145.166,9630285.803
622141.489,9630284.884
622116.729,9630268.374
622092.6,9630237.254
622083.42,9630183.324
622083.425,9630158.077
622083.425,9630156.424
622083.43,9630135.015
622070.37,9630095.015
622022.75,9630068.986
621955.441,9630058.186
621909.726,9630061.545
621843.042,9630066.446
621785.262,9630053.106
621758.592,9630053.746
621735.092,9630060.726
621717.313,9630082.956
621694.453,9630094.386
621684.343,9630093.246
621667.783,9630112.166
621621.084,9630144.445
621600.868,9630153.147
621598.896,9630153.996
621591.588,9630157.142
621591.457,9630157.198
621533.804,9630182.015
621506.495,9630190.265
621412.515,9630199.155
621378.226,9630216.305
621336.316,9630251.225
621304.566,9630265.835
621190.907,9630289.325
621005.489,9630360.444
620920.4,9630383.944
620920.4,9630388.384
620884.2,9630375.054
620809.271,9630297.585
620796.031,9630289.845
620775.621,9630286.785
620755.301,9630291.235
620722.912,9630320.445
620682.232,9630332.945
620623.182,9630337.665
620566.073,9630322.345
620540.503,9630320.485
620522.913,9630322.835
620492.764,9630345.225
620473.914,9630368.785
620459.394,9630397.274
620437.164,9630462.044
620428.914,9630472.204
620416.214,9630475.384
620388.905,9630472.844
620330.695,9630437.114
620301.275,9630412.515
620273.335,9630378.865
620260.636,9630371.875
620223.176,9630380.135
620211.746,9630376.955
620183.166,9630345.205
620169.886,9630338.155
620147.267,9630336.975
620122.207,9630343.305
620098.267,9630365.255
620092.337,9630372.728
620083.477,9630365.525
620045.377,9630296.946
619992.038,9630231.547
619860.589,9630150.897
619773.599,9630088.038
619771.028,9630086.922
619739.94,9630073.428
619674.54,9630074.068
619628.821,9630058.188
619590.721,9630038.509
619539.281,9629990.249
619504.992,9629975.009
619415.462,9629987.709
619372.283,9629983.899
619268.144,9629947.07
619056.685,9629903.89
618868.097,9629892.461
618772.208,9629900.711
618746.808,9629910.241
618336.475,9630108.679
618336.922,9630097.539
618328.982,9630078.51
618317.552,9630072.8
618287.412,9630077.29
618263.542,9630092.61
618243.443,9630114.999
618222.303,9630131.849
618219.507,9630133.463
618195.835,9630147.122
618195.021,9630147.592
618172.773,9630160.429
618149.284,9630164.239
618112.784,9630162.119
618066.094,9630148.999
618016.045,9630118.54
617977.195,9630086.77
617927.665,9630068.35
617803.206,9630044.221
617714.307,9630044.221
617693.987,9630033.431
617666.048,9629997.871
617603.188,9629947.702
617574.188,9629933.572
617537.149,9629926.752
617441.259,9629927.382
617415.86,9629917.222
617316.17,9629806.103
617288.001,9629783.943
617255.331,9629778.054
617228.541,9629781.334
617184.092,9629808.643
617157.422,9629832.773
617109.162,9629899.443
617048.203,9629940.082
617024.703,9629942.622
616990.243,9629937.102
616960.094,9629952.422
616935.174,9629992.792
616881.638,9630130.357
616880.179,9630134.107
616876.115,9630144.551
616832.295,9630214.4
616823.895,9630236.85
616798.645,9630271.55
616776.156,9630288.68
616620.847,9630363.629
616569.417,9630401.089
616436.699,9630559.208
616418.369,9630576.827
616392.249,9630591.587
616360.31,9630605.597
616173.033,9630666.114
616170.013,9630667.09
615906.484,9630752.246
615609.306,9630895.116
615539.826,9630921.397
615510.247,9630932.585
615486.284,9630937.804
615486.207,9630937.821
615456.256,9630944.344
615444.22,9630945.788
615310.182,9630925.603
615309.52,9630925.503
615042.031,9630885.221
615031.963,9630883.704
614511.998,9630840.585
614511.772,9630840.566
614362.958,9630828.226
614362.007,9630828.147
614099.555,9630806.383
613963.509,9630787.366
613856.362,9630772.388
613676.559,9630747.254
613453.679,9630723.699
613444.939,9630722.775
613215.562,9630698.532
613117.112,9630688.127
612960.055,9630672.222
612955.097,9630671.72
612870.868,9630663.19
612757.793,9630651.74
612720.179,9630649.483
612712.777,9630649.039
612633.787,9630644.299
612530.375,9630638.095
612361.112,9630616.369
612338.544,9630613.472
612275.174,9630614.821
612193.818,9630616.554
612163.025,9630615.012
612118.021,9630598.339
612111.082,9630570.583
612108.306,9630509.518
612106.918,9630451.228
612113.857,9630379.06
612091.652,9630299.953
612095.816,9630263.869
612115.245,9630234.725
612137.451,9630204.192
612169.371,9630179.211
612201.292,9630159.781
612227.661,9630134.8
612238.763,9630107.043
612222.109,9630083.45
612134.675,9630052.917
612027.811,9630022.385
611979.237,9630004.343
611958.419,9629977.974
611929.274,9629936.338
611875.49,9629906.896
611798.133,9629917.559
611725.608,9629908.755
611648.583,9629868.161
611578.844,9629868.161
611509.105,9629911.878
611454.568,9629971.041
611406.058,9629993.066
611347.768,9629986.821
611304.204,9629970.367
611254.089,9629939.981
611153.123,9629925.409
611108.365,9629968.085
611053.199,9630035.743
611006.676,9630099.12
610924.129,9630114.85
610861.676,9630139.831
610847.641,9630157.488
610847.404,9630272.675
610847.188,9630377.519
610799.088,9630459.139
610770.519,9630494.068
610705.749,9630556.928
610674,9630575.348
610653.68,9630581.698
610537.471,9630618.527
610519.691,9630638.207
610510.801,9630659.797
610504.451,9630691.547
610503.181,9630712.506
610508.261,9630758.856
610515.251,9630781.086
610545.731,9630850.295
610587.001,9630912.524
610627.64,9630949.994
610670.19,9630976.664
610713.37,9630995.714
610724.8,9630996.344
610736.229,9630993.174
610752.739,9630974.124
610764.169,9630953.164
610777.499,9630921.414
610800.999,9630854.745
610848.708,9630800.225
610848.728,9630821.185
610790.199,9631002.063
610782.579,9631033.813
610778.769,9631054.133
610776.749,9631067.503
610771.749,9631137.982
610771.749,9631167.542
610768.409,9631206.052
610734.92,9631262.971
610704.79,9631293.111
610679.67,9631324.92
610634.471,9631363.43
610592.611,9631390.21
610554.102,9631415.33
610518.952,9631438.77
610485.462,9631455.509
610453.653,9631473.929
610423.513,9631495.689
610408.453,9631509.079
610398.403,9631527.499
610399.013,9631532.579
610403.943,9631541.099
610411.793,9631547.589
610435.233,9631557.639
610454.663,9631558.688
610471.503,9631559.388
610496.422,9631557.108
610550.762,9631540.899
610599.311,9631515.779
610639.491,9631490.669
610669.771,9631460.479
610696.41,9631430.399
610719.85,9631400.26
610746.64,9631378.49
610763.16,9631366.48
610775.099,9631363.43
610824.979,9631361.94
610849.269,9631361.94
610849.319,9631409.41
610821.139,9631403.77
610776.78,9631398.58
610767.98,9631400.22
610748.7,9631408.66
610739.94,9631416.999
610716.5,9631438.769
610690.86,9631469.519
610674.651,9631494.019
610644.511,9631525.828
610626.101,9631542.568
610607.681,9631557.638
610585.911,9631569.358
610540.882,9631579.518
610501.022,9631589.488
610465.183,9631594.468
610411.343,9631599.468
610359.024,9631611.928
610324.154,9631626.888
610317.414,9631633.908
610314.724,9631641.978
610316.674,9631651.818
610319.164,9631684.227
610319.164,9631891.145
610316.674,9631945.995
610306.715,9631988.375
610281.805,9632030.764
610244.435,9632101.593
610222.015,9632146.463
610213.766,9632162.223
610210.487,9632169.364
610209.556,9632171.393
610207.816,9632183.423
610209.556,9632288.572
610219.516,9632325.961
610221.787,9632329.825
610244.435,9632368.351
610261.265,9632395.811
610281.805,9632430.67
610296.745,9632468.07
610314.185,9632502.96
610324.155,9632540.359
610344.085,9632595.199
610354.045,9632650.048
610349.065,9632699.908
610341.585,9632762.237
610336.185,9632805.557
610329.245,9632809.287
610324.735,9632814.197
610322.659,9632817.585
610322.345,9632818.097
610324.344,9632835.851
610324.735,9632839.327
610323.115,9632846.466
610313.915,9632855.656
610308.165,9632860.256
610297.419,9632868.894
610294.606,9632871.156
610266.146,9632896.286
610246.056,9632919.746
610229.745,9632933.548
610224.276,9632938.176
610217.116,9632942.388
610182.157,9632962.955
610166.102,9632979.016
610154.747,9632990.375
610139.1,9632999.41
610089.978,9633027.775
610060.944,9633058.44
610045.138,9633075.135
610012.091,9633112.928
610010.258,9633115.024
609965.419,9633174.864
609924.878,9633228.958
609920.579,9633234.693
609905.91,9633243.5
609858.3,9633272.083
609838.166,9633305.05
609830.89,9633316.962
609820.461,9633328.559
609808.471,9633341.892
609803.491,9633371.812
609813.451,9633391.752
609833.38,9633406.712
609853.31,9633419.172
609870.75,9633434.131
609893.17,9633456.571
609923.07,9633461.561
609950.469,9633461.561
609976.376,9633444.275
609980.369,9633441.611
609980.821,9633441.159
610002.789,9633419.171
610002.789,9633416.993
610002.789,9633361.832
610000.299,9633326.932
610015.239,9633297.013
610030.188,9633262.113
610067.558,9633244.663
610092.816,9633244.663
610094.958,9633244.663
610139.807,9633247.153
610164.717,9633254.633
610207.067,9633264.613
610244.436,9633274.582
610245.161,9633274.634
610279.306,9633277.072
610314.186,9633277.072
610341.586,9633282.062
610361.515,9633294.522
610391.415,9633329.422
610411.345,9633361.831
610428.785,9633389.261
610448.715,9633419.171
610463.665,9633444.111
610483.594,9633454.081
610528.434,9633454.08
610548.364,9633456.57
610578.253,9633469.04
610598.183,9633486.49
610615.623,9633508.92
610628.083,9633528.87
610638.043,9633546.319
610650.503,9633568.759
610660.463,9633603.659
610680.393,9633603.659
610705.302,9633601.169
610720.252,9633591.199
610757.622,9633571.249
610792.502,9633558.789
610819.901,9633556.289
610851.441,9633556.289
610926.72,9633547.279
610968.7,9633529.559
611080.649,9633472.58
611151.918,9633418.08
611227.027,9633354.691
611257.047,9633317.741
611267.387,9633289.751
611272.527,9633261.362
611267.717,9633240.972
611254.137,9633225.092
611227.277,9633215.002
611153.578,9633200.912
611083.718,9633179.223
611028.079,9633139.503
610946.59,9633096.263
610896.29,9633122.213
610851.171,9633115.313
610825.491,9633095.664
610791.471,9633077.104
610814.881,9633048.454
610851.08,9633025.674
610947.93,9633062.184
611008.879,9633092.753
611143.478,9633167.883
611279.257,9633202.402
611289.537,9633209.232
611295.466,9633217.862
611311.106,9633248.142
611316.146,9633271.011
611310.096,9633293.711
611280.407,9633354.771
611238.347,9633422.02
611153.058,9633491.74
611077.979,9633544.969
611023.619,9633567.799
610957.16,9633582.879
610851.501,9633610.699
610817.411,9633606.149
610794.992,9633611.139
610772.572,9633633.579
610727.732,9633658.508
610700.323,9633675.958
610680.393,9633675.958
610670.433,9633665.988
610638.043,9633631.079
610610.643,9633601.169
610598.183,9633578.729
610588.223,9633561.279
610570.784,9633538.84
610555.834,9633526.38
610525.944,9633516.4
610486.084,9633516.4
610461.165,9633511.42
610423.805,9633476.51
610398.885,9633444.111
610359.025,9633411.701
610329.136,9633384.271
610306.716,9633351.861
610284.296,9633326.932
610256.886,9633304.492
610182.157,9633304.492
610152.403,9633308.217
610142.297,9633309.482
610112.398,9633309.482
610087.488,9633319.452
610060.088,9633354.362
610047.628,9633386.772
610037.659,9633429.151
610037.659,9633461.561
610018.97,9633501.301
610017.729,9633503.941
610011.13,9633506.691
609994.826,9633513.488
609987.839,9633516.4
609940.51,9633531.36
609888.31,9633527.08
609864.65,9633514.631
609843.47,9633497.191
609812.331,9633487.221
609787.421,9633483.481
609761.261,9633483.481
609726.381,9633485.981
609716.683,9633488.693
609706.185,9633491.63
609695.242,9633494.691
609652.892,9633500.921
609604.313,9633512.131
609549.503,9633525.841
609499.684,9633537.051
609446.124,9633550.751
609405.015,9633561.961
609345.225,9633583.13
609328.962,9633591.806
609307.866,9633603.06
609270.496,9633621.75
609220.666,9633650.4
609190.777,9633674.07
609155.897,9633690.26
609130.987,9633716.419
609111.058,9633740.069
609098.598,9633759.999
609073.688,9633787.409
609051.268,9633816.059
609032.689,9633837.729
609028.848,9633842.208
609025.01,9633845.408
608991.479,9633873.358
608960.339,9633903.248
608934.217,9633927.734
608922.019,9633939.167
608917.604,9633940.827
608904.22,9633945.857
608899.86,9633948.567
608896.22,9633951.887
608880.897,9633969.757
608870.83,9633981.497
608863.93,9633987.337
608821.144,9634017.217
608808.501,9634026.047
608755.081,9634066.136
608710.562,9634110.686
608663.822,9634155.236
608621.533,9634193.105
608588.143,9634230.975
608565.883,9634262.155
608551.403,9634293.805
608541.573,9634312.184
608515.224,9634359.044
608494.724,9634405.904
608480.074,9634455.683
608491.794,9634523.042
608500.574,9634566.972
608512.294,9634602.112
608526.934,9634634.331
608538.644,9634678.261
608544.504,9634698.761
608547.434,9634736.83
608539.451,9634787.369
608538.644,9634792.48
608518.894,9634848.907
608518.144,9634851.049
608500.574,9634889.119
608484.405,9634932.919
608489.135,9634945.348
608512.674,9634988.858
608529.544,9635013.278
608554.064,9635058.597
608571.164,9635084.237
608596.804,9635118.437
608616.754,9635192.516
608633.843,9635238.106
608656.643,9635283.695
608668.453,9635310.665
608682.283,9635337.835
608693.963,9635359.514
608706.983,9635376.884
608716.473,9635389.124
608725.023,9635397.664
608742.123,9635403.364
608767.762,9635377.724
608774.832,9635364.944
608782.012,9635352.074
608794.588,9635336.215
608802.652,9635326.045
608803.037,9635326.376
608813.052,9635334.984
608823.512,9635350.834
608833.002,9635366.324
608834.772,9635375.184
608835.829,9635390.217
608836.152,9635394.814
608822.984,9635404.806
608822.592,9635405.104
608787.712,9635414.764
608784.862,9635448.953
608781.342,9635496.823
608784.862,9635514.493
608790.022,9635526.133
608804.802,9635540.133
608841.852,9635562.932
608867.492,9635580.022
608901.681,9635611.372
608927.331,9635642.711
608941.851,9635644.241
608951.111,9635642.921
608959.711,9635638.951
608967.221,9635628.462
608979.204,9635607.915
608987.161,9635594.272
608995.71,9635562.932
609015.66,9635537.282
609023.21,9635531.122
609029.17,9635530.462
609035.6,9635534.432
609036.605,9635543.474
609038.45,9635560.082
609044.15,9635608.522
609055.55,9635654.111
609064.1,9635694.001
609067,9635701.741
609072.64,9635716.791
609092.58,9635745.28
609108.54,9635756.7
609129.619,9635768.08
609152.419,9635779.48
609183.759,9635790.87
609206.549,9635799.42
609220.799,9635799.42
609260.688,9635782.33
609286.338,9635768.08
609288.292,9635766.684
609306.278,9635753.83
609329.077,9635731.04
609357.567,9635705.39
609368.967,9635676.901
609371.817,9635648.411
609340.467,9635605.671
609326.227,9635565.782
609320.527,9635560.082
609303.428,9635568.622
609286.338,9635582.872
609277.888,9635589.332
609269.288,9635589.992
609263.538,9635588.572
609254.988,9635574.322
609246.448,9635554.382
609246.448,9635540.132
609260.688,9635520.192
609274.948,9635485.993
609294.888,9635457.503
609299.067,9635443.803
609294.887,9635411.913
609289.197,9635383.424
609269.248,9635354.924
609246.458,9635332.134
609240.758,9635323.584
609229.358,9635300.794
609226.508,9635269.445
609223.658,9635235.255
609217.958,9635206.765
609206.558,9635178.266
609183.768,9635138.376
609169.518,9635118.436
609126.779,9635101.336
609123.929,9635087.086
609135.329,9635078.547
609166.668,9635087.086
609175.47,9635089.601
609186.618,9635092.786
609220.808,9635095.636
609237.405,9635079.047
609240.758,9635075.696
609254.997,9635069.997
609259.062,9635069.996
609269.247,9635069.996
609272.097,9635104.186
609263.547,9635141.226
609254.998,9635183.965
609254.998,9635226.705
609266.398,9635272.295
609300.587,9635315.034
609334.787,9635354.924
609351.867,9635400.513
609363.267,9635431.863
609377.517,9635466.053
609382.407,9635484.152
609372.487,9635549.642
609377.517,9635577.172
609397.457,9635611.371
609417.407,9635637.011
609425.946,9635651.261
609437.696,9635660.661
609455.946,9635664.711
609465.846,9635662.651
609481.436,9635655.461
609511.646,9635635.911
609520.806,9635626.011
609526.487,9635615.786
609550.735,9635572.141
609581.585,9635498.082
609639.184,9635417.853
609680.334,9635349.963
609715.303,9635298.534
609750.273,9635236.814
609772.903,9635162.765
609807.872,9635082.536
609824.332,9635033.166
609853.132,9634959.107
609871.652,9634915.907
609898.391,9634864.478
609921.021,9634813.048
609948.271,9634774.749
609961.671,9634762.319
609986.98,9634725.509
610020.078,9634700.684
610023.79,9634697.899
610070.486,9634655.109
610074.359,9634651.56
610074.583,9634651.405
610117.019,9634622.03
610122.819,9634615.78
