x,y
-79.8757,-3.2096
-79.8756,-3.2093
-79.8759,-3.2085
-79.8759,-3.2083
-79.8757,-3.2082
-79.8752,-3.2079
-79.8741,-3.2076
-79.8736,-3.2075
-79.8729,-3.2074
-79.8722,-3.2071
-79.8719,-3.2071
-79.8715,-3.2072
-79.8709,-3.2076
-79.8706,-3.2080
-79.8704,-3.2082
-79.8701,-3.2083
-79.8699,-3.2083
-79.8695,-3.2077
-79.8691,-3.2072
-79.8688,-3.2069
-79.8683,-3.2069
-79.8680,-3.2066
-79.8676,-3.2063
-79.8672,-3.2063
-79.8668,-3.2064
-79.8664,-3.2065
-79.8659,-3.2065
-79.8653,-3.2063
-79.8652,-3.2064
-79.8649,-3.2063
