ID,x,y
2068,611200.492,9637464.542
2069,611145.862,9637457.642
2070,611104.023,9637443.252
2071,611100.033,9637441.412
2072,611067.293,9637426.352
2073,611029.453,9637392.923
2074,611005.613,9637359.623
2075,610966.914,9637284.224
2076,610930.924,9637192.315
2077,610909.174,9637097.606
2078,610883.074,9637065.486
2079,610855.014,9637037.456
2080,610830.875,9637002.807
2081,610811.665,9636976.377
2082,610792.465,9636959.557
2083,610768.805,9636943.787
2084,610758.855,9636940.337
2085,610739.645,9636933.137
2086,610731.316,9636932.167
2087,610724.796,9636932.167
2088,610720.446,9636933.137
2089,610701.886,9636937.637
2090,610699.146,9636940.597
2091,610667.006,9636925.238
2092,610649.976,9636919.558
2093,610640.026,9636916.948
2094,610595.227,9636913.958
2095,610508.598,9636899.028
2096,610415.988,9636902.008
2097,610317.409,9636904.998
2098,610230.78,9636899.028
2099,610148.251,9636899.958
2100,610129.071,9636900.968
2101,610110.901,9636907.018
2102,610079.612,9636918.128
2103,610057.402,9636936.298
2104,610048.562,9636949.808
2105,610043.983,9636975.679
2106,610043.272,9636979.698
2107,610046.302,9637007.957
2108,610060.512,9637060.327
2109,610102.332,9637096.177
2110,610147.141,9637143.976
2111,610180.001,9637194.756
2112,610215.851,9637242.555
2113,610242.73,9637284.375
2114,610284.55,9637350.094
2115,610311.44,9637397.884
2116,610329.36,9637463.603
2117,610339.07,9637507.082
2118,610355.37,9637540.172
2119,610362.22,9637547.242
2120,610382.579,9637563.382
2121,610393.119,9637571.742
2122,610410.229,9637603.131
2123,610413.629,9637623.571
2124,610415.989,9637642.831
2125,610412.999,9637684.641
2126,610410.019,9637723.48
2127,610412.299,9637735.77
2128,610422.519,9637754.26
2129,610433.919,9637768.29
2130,610463.789,9637804.13
2131,610490.669,9637839.979
2132,610513.597,9637874.371
2133,610514.569,9637875.829
2134,610514.648,9637876.855
2135,610517.559,9637914.658
2136,610535.478,9637953.488
2137,610565.298,9637999.218
2138,610594.968,9638030.037
2139,610634.058,9638058.047
2140,610657.622,9638074.798
2141,610710.247,9638112.206
2142,610770.736,9638135.036
2143,610813.286,9638153.636
2144,610855.066,9638165.576
2145,610855.066,9638165.526
2146,610912.815,9638147.526
2147,610964.055,9638128.696
2148,611006.984,9638120.006
2149,611059.074,9638130.246
2150,611099.703,9638151.896
2151,611132.703,9638178.615
2152,611164.423,9638209.145
2153,611230.382,9638282.904
2154,611271.012,9638305.824
2155,611310.402,9638316.044
2156,611349.811,9638308.484
2157,611386.711,9638285.674
2158,611468.18,9638218.495
2159,611519.049,9638204.595
2160,611559.699,9638216.095
2161,611643.498,9638265.744
2162,611687.928,9638296.294
2163,611733.618,9638330.653
2164,611758.967,9638371.333
2165,611777.947,9638418.342
2166,611785.497,9638460.262
2167,611795.487,9638559.341
2168,611795.397,9638612.681
2169,611792.657,9638718.08
2170,611800.207,9638762.539
2171,611817.907,9638813.369
2172,611843.247,9638861.668
2173,611874.937,9638908.697
2174,611902.817,9638954.467
2175,611907.817,9639002.727
2176,611902.657,9639044.626
2177,611885.967,9639134.766
2178,611893.527,9639174.145
2179,611915.057,9639213.545
2180,611951.876,9639236.465
2181,612001.426,9639250.504
2182,612040.806,9639260.724
2183,612080.185,9639272.214
2184,612119.575,9639282.434
2185,612158.925,9639306.624
2186,612197.014,9639332.083
2187,612230.004,9639362.613
2188,612252.844,9639388.623
2189,612257.914,9639394.403
2190,612312.423,9639470.682
2191,612345.413,9639505.022
2192,612389.853,9639531.761
2193,612427.942,9639552.131
2194,612477.472,9639576.341
2195,612526.451,9639606.73
2196,612573.991,9639614.58
2197,612615.551,9639610.03
2198,612636.25,9639629.92
2199,612671.77,9639669.34
2200,612704.75,9639701.139
2201,612741.56,9639732.949
2202,612782.229,9639734.279
2203,612819.549,9639719.579
2204,612858.548,9639700.099
2205,612897.988,9639678.569
2206,612947.578,9639669.759
2207,612986.947,9639686.329
2208,613039.047,9639688.949
2209,613091.196,9639671.249
2210,613094.576,9639624.1
2211,613062.116,9639584.84
2212,613031.667,9639551.78
2213,613034.847,9639505.341
2214,613066.126,9639474.361
2215,613108.096,9639461.721
2216,613158.135,9639462.361
2217,613209.175,9639491.601
2218,613158.455,9639492.271
2219,613112.146,9639489.941
2220,613074.766,9639502.721
2221,613064.866,9639517.531
2222,613060.716,9639548.6
2223,613122.666,9639620.44
2224,613129.176,9639677.209
2225,613110.916,9639705.929
2226,613070.746,9639725.469
2227,613021.137,9639726.249
2228,612969.057,9639718.109
2229,612916.928,9639715.059
2230,612873.468,9639736.249
2231,612792.859,9639783.779
2232,612750.78,9639793.528
2233,612698.74,9639781.579
2234,612663.34,9639759.609
2235,612629.241,9639733.849
2236,612577.341,9639722.899
2237,612548.641,9639745.089
2238,612501.672,9639801.219
2239,612484.712,9639809.049
2240,612458.622,9639805.129
2241,612409.943,9639783.829
2242,612326.503,9639730.87
2243,612273.364,9639702.02
2244,612250.644,9639683.07
2245,612248.534,9639638.55
2246,612248.764,9639615.66
2247,612252.994,9639573.741
2248,612253.424,9639529.241
2249,612247.544,9639480.862
2250,612222.464,9639443.742
2251,612190.964,9639412.913
2252,612153.025,9639389.653
2253,612111.255,9639367.623
2254,612069.455,9639349.413
2255,612022.516,9639336.234
2256,611980.676,9639321.834
2257,611936.267,9639309.954
2258,611894.387,9639300.644
2259,611847.457,9639286.194
2260,611813.448,9639251.525
2261,611788.328,9639218.215
2262,611777.298,9639176.145
2263,611784.168,9639124.076
2264,611793.478,9639082.206
2265,611807.908,9639037.857
2266,611805.818,9638992.057
2267,611788.428,9638948.647
2268,611742.028,9638880.798
2269,611720.798,9638839.899
2270,611712.308,9638797.859
2271,611714.058,9638749.549
2272,611714.498,9638703.78
2273,611712.418,9638656.71
2274,611715.808,9638570.271
2275,611713.748,9638520.662
2276,611706.578,9638473.542
2277,611693.048,9638426.362
2278,611668.058,9638380.343
2279,611640.438,9638343.193
2280,611610.209,9638312.374
2281,611565.889,9638291.594
2282,611521.399,9638287.344
2283,611480.61,9638295.844
2284,611443.35,9638333.623
2285,611416.251,9638372.783
2286,611385.371,9638408.083
2287,611347.081,9638421.693
2288,611301.222,9638427.603
2289,611250.472,9638414.383
2290,611207.503,9638384.713
2291,611183.723,9638345.064
2292,611162.473,9638306.704
2293,611132.243,9638275.894
2294,611096.893,9638248.835
2295,611051.274,9638230.585
2296,611006.904,9638214.895
2297,610984.284,9638212.935
2298,610957.335,9638210.595
2299,610906.895,9638213.405
2300,610853.956,9638231.915
2301,611002.385,9638785.51
2302,611002.385,9639179.606
2303,611007.816,9639510.243
2304,610998.296,9639615.002
2305,610998.296,9639662.612
2306,611074.485,9639729.281
2307,611141.145,9639767.38
2308,611151.92,9639786.774
2309,611188.764,9639853.09
2310,611217.334,9639957.849
2311,611215.404,9639992.604
2312,611212.574,9640043.558
2313,611206.835,9640089.472
2314,611198.961,9640152.46
2315,611188.765,9640234.026
2316,611182.752,9640273.109
2317,611160.195,9640419.744
2318,611153.92,9640449.727
2319,611120.106,9640611.304
2320,611117.346,9640624.492
2321,611065.834,9640826.853
2322,611050.677,9640886.4
2323,610950.678,9641195.907
2324,610950.678,9641448.285
2325,610950.678,9641511.592
2326,610950.678,9641586.373
2327,611060.197,9641738.752
2328,611150.087,9642025.479
2329,611186.576,9642017.469
2330,611196.766,9642019.539
2331,611200.352,9642022.926
2332,611203.236,9642025.649
2333,611217.706,9642039.319
2334,611244.716,9642056.899
2335,611268.456,9642058.359
2336,611301.985,9642054.959
2337,611344.185,9642035.079
2338,611367.505,9641997.199
2339,611379.445,9641952.85
2340,611385.004,9641909.7
2341,611389.454,9641852.561
2342,611406.594,9641798.101
2343,611462.764,9641780.901
2344,611521.093,9641798.041
2345,611580.603,9641824.081
2346,611637.442,9641861.52
2347,611663.502,9641859.64
2348,611675.762,9641847.95
2349,611664.912,9641793.191
2350,611642.432,9641754.831
2351,611619.912,9641720.292
2352,611607.622,9641680.772
2353,611600.662,9641619.703
2354,611614.232,9641607.163
2355,611645.112,9641570.583
2356,611678.431,9641545.443
2357,611726.881,9641535.713
2358,611752.141,9641538.603
2359,611775.14,9641545.043
2360,611811.8,9641569.533
2361,611835.64,9641604.082
2362,611849.2,9641649.982
2363,611848.73,9641698.302
2364,611849.46,9641751.321
2365,611858.09,9641783.591
2366,611873.66,9641801.021
2367,611887.67,9641809.94
2368,611936.679,9641813.54
2369,611983.779,9641811.42
2370,612024.448,9641816.87
2371,612063.808,9641824.86
2372,612108.218,9641837.98
2373,612149.967,9641862.51
2374,612189.157,9641889.569
2375,612224.487,9641920.409
2376,612263.636,9641950.009
2377,612309.366,9641958.049
2378,612351.375,9641955.889
2379,612422.295,9641942.789
2380,612454.985,9641944.359
2381,612503.194,9641951.708
2382,612535.534,9641959.768
2383,612579.543,9641963.228
2384,612619.223,9641956.788
2385,612664.563,9641942.618
2386,612709.892,9641924.179
2387,612754.752,9641908.569
2388,612795.941,9641885.259
2389,612823.301,9641854.039
2390,612834.381,9641809.759
2391,612834.201,9641756.36
2392,612812.241,9641710.13
2393,612782.411,9641675.191
2394,612765.921,9641653.091
2395,612760.901,9641596.872
2396,612795.871,9641572.222
2397,612799.351,9641530.592
2398,612778.421,9641495.832
2399,612748.491,9641465.973
2400,612735.381,9641422.473
2401,612767.911,9641449.843
2402,612797.871,9641478.433
2403,612847.11,9641497.252
2404,612872.01,9641471.653
2405,612904.58,9641434.993
2406,612930.41,9641391.653
2407,612926.22,9641364.234
2408,612927.899,9641326.924
2409,612939.029,9641233.515
2410,612957.139,9641192.695
2411,612984.959,9641164.415
2412,613019.998,9641130.806
2413,613033.678,9641084.036
2414,613054.908,9641041.246
2415,613072.318,9640998.377
2416,613058.618,9640971.907
2417,613015.338,9640934.038
2418,612976.089,9640912.478
2419,612937.039,9640892.598
2420,612902.099,9640858.818
2421,612888.989,9640815.319
2422,612898.769,9640772.289
2423,612933.869,9640736.139
2424,612980.018,9640719.29
2425,613026.048,9640708.79
2426,613067.138,9640690.57
2427,613110.877,9640667.31
2428,613150.487,9640659.22
2429,613129.327,9640698.21
2430,613081.597,9640730.279
2431,612985.418,9640766.449
2432,612951.889,9640788.639
2433,612943.349,9640832.969
2434,612972.009,9640862.798
2435,613018.868,9640873.938
2436,613060.868,9640873.528
2437,613107.927,9640874.498
2438,613069.248,9640899.138
2439,613026.968,9640913.518
2440,613061.988,9640943.487
2441,613103.207,9640981.207
2442,613099.628,9641031.996
2443,613072.168,9641068.306
2444,613056.128,9641106.116
2445,613044.338,9641154.825
2446,612996.869,9641204.075
2447,612971.879,9641244.245
2448,612968.109,9641301.034
2449,612967.439,9641336.974
2450,612969.779,9641398.503
2451,612956.729,9641425.763
2452,612931.25,9641462.473
2453,612907.02,9641492.122
2454,612875.9,9641520.732
2455,612871.88,9641565.462
2456,612854.99,9641604.771
2457,612807.691,9641621.041
2458,612826.041,9641657.021
2459,612853.021,9641707.16
2460,612863.561,9641751.88
2461,612866.491,9641795.17
2462,612856.611,9641843.279
2463,612839.221,9641884.879
2464,612814.271,9641922.508
2465,612771.782,9641947.068
2466,612682.282,9641968.108
2467,612641.423,9641974.898
2468,612619.633,9642016.758
2469,612646.333,9642046.207
2470,612725.512,9642094.877
2471,612774.862,9642117.127
2472,612816.361,9642132.346
2473,612868.361,9642141.046
2474,612909.01,9642144.426
2475,612952.26,9642145.316
2476,613005.73,9642143.876
2477,613046.639,9642134.546
2478,613086.309,9642123.926
2479,613111.909,9642113.206
2480,613217.508,9642066.057
2481,613251.247,9642046.177
2482,613285.617,9642022.887
2483,613316.017,9641996.027
2484,613328.416,9641982.687
2485,613354.626,9641945.078
2486,613365.686,9641933.198
2487,613380.806,9641924.038
2488,613398.496,9641915.468
2489,613421.985,9641912.998
2490,613446.835,9641916.458
2491,613494.905,9641930.168
2492,613535.774,9641943.677
2493,613575.874,9641953.447
2494,613613.884,9641956.767
2495,613684.073,9641948.587
2496,613697.033,9641945.317
2497,613705.953,9641939.597
2498,613717.913,9641929.607
2499,613736.273,9641903.098
2500,613788.332,9641830.678
2501,613863.171,9641717.779
2502,613894.601,9641673.94
2503,613918.401,9641629.92
2504,613937.04,9641589.62
2505,613959.38,9641554.481
2506,613986.9,9641515.631
2507,614010.54,9641479.241
2508,614044.859,9641433.872
2509,614082.479,9641396.242
2510,614109.309,9641378.282
2511,614143.378,9641363.982
2512,614234.727,9641337.102
2513,614284.887,9641331.722
2514,614385.196,9641310.213
2515,614431.525,9641302.272
2516,614483.715,9641295.883
2517,614507.005,9641295.883
2518,614537.454,9641292.293
2519,614612.684,9641285.123
2520,614657.103,9641285.302
2521,614707.963,9641287.622
2522,614739.863,9641292.292
2523,614790.012,9641308.422
2524,614836.592,9641333.512
2525,614935.111,9641408.781
2526,615012.12,9641451.791
2527,615051.53,9641469.71
2528,615097.169,9641483.81
2529,615136.419,9641493.52
2530,615180.889,9641496.98
2531,615224.158,9641496.6
2532,615271.848,9641491.21
2533,615295.138,9641480.46
2534,615356.037,9641442.83
2535,615400.817,9641417.74
2536,615429.476,9641405.191
2537,615468.886,9641385.481
2538,615519.555,9641362.811
2539,615556.855,9641343.241
2540,615635.434,9641296.541
2541,615726.823,9641245.692
2542,615773.403,9641222.392
2543,615845.052,9641179.382
2544,615882.662,9641161.462
2545,615922.071,9641145.332
2546,615968.641,9641134.583
2547,616002.671,9641132.783
2548,616049.67,9641138.502
2549,616094.02,9641150.702
2550,616149.559,9641169.802
2551,616212.239,9641197.302
2552,616270.578,9641225.701
2553,616308.348,9641245.551
2554,616384.197,9641279.741
2555,616421.817,9641294.081
2556,616473.766,9641310.2
2557,616510.496,9641317.1
2558,616553.636,9641323.07
2559,616612.255,9641319.19
2560,616645.725,9641310.2
2561,616694.454,9641281.47
2562,616730.744,9641249.161
2563,616794.393,9641185.621
2564,616858.253,9641129.402
2565,616876.502,9641144.531
2566,616868.863,9641152.821
2567,616758.474,9641262.44
2568,616726.104,9641289.75
2569,616691.214,9641315.73
2570,616647.455,9641340.26
2571,616574.086,9641349.61
2572,616502.426,9641344.26
2573,616421.317,9641320.14
2574,616381.947,9641303.571
2575,616295.588,9641261.531
2576,616243.528,9641233.511
2577,616197.809,9641210.582
2578,616155.899,9641191.472
2579,616113.99,9641176.162
2580,616068.96,9641166.812
2581,615974.201,9641164.522
2582,615927.151,9641175.882
2583,615886.252,9641190.142
2584,615830.482,9641216.372
2585,615602.765,9641331.601
2586,615517.515,9641381.001
2587,615475.536,9641402.521
2588,615436.096,9641425.32
2589,615400.467,9641444.32
2590,615359.747,9641472.2
2591,615324.127,9641491.19
2592,615277.068,9641508.9
2593,615226.218,9641516.44
2594,615185.549,9641515.11
2595,615139.799,9641509.96
2596,615078.4,9641500.18
2597,615042.57,9641489.42
2598,614945.451,9641443.631
2599,614903.551,9641416.901
2600,614863.461,9641389.071
2601,614788.042,9641332.902
2602,614739.783,9641313.782
2603,614694.043,9641306.092
2604,614652.093,9641306.032
2605,614605.434,9641308.792
2606,614446.095,9641326.342
2607,614406.696,9641333.512
2608,614356.536,9641344.262
2609,614275.927,9641360.392
2610,614240.107,9641369.352
2611,614200.698,9641381.902
2612,614172.038,9641392.652
2613,614129.518,9641415.722
2614,614093.879,9641442.342
2615,614055.689,9641476.571
2616,614021.289,9641518.431
2617,613994.53,9641561.571
2618,613934.63,9641651.65
2619,613817.392,9641820.368
2620,613803.322,9641869.868
2621,613793.062,9641921.927
2622,613778.382,9641945.637
2623,613759.942,9641963.787
2624,613738.433,9641977.377
2625,613710.333,9641985.297
2626,613687.673,9641988.837
2627,613662.023,9641987.767
2628,613608.654,9641981.337
2629,613560.374,9641973.647
2630,613509.555,9641959.597
2631,613463.825,9641944.288
2632,613442.545,9641940.198
2633,613423.165,9641940.418
2634,613401.416,9641944.168
2635,613388.346,9641947.878
2636,613379.926,9641953.048
2637,613364.096,9641968.927
2638,613353.176,9641984.757
2639,613326.406,9642029.167
2640,613292.017,9642067.217
2641,613276.567,9642079.486
2642,613260.757,9642088.156
2643,613238.587,9642097.616
2644,613179.218,9642114.826
2645,613166.648,9642119.676
2646,613147.418,9642132.656
2647,613145.128,9642136.636
2648,613138.038,9642171.116
2649,613130.329,9642219.365
2650,613121.349,9642267.615
2651,613109.749,9642357.794
2652,613105.839,9642409.824
2653,613106.229,9642427.763
2654,613108.859,9642446.023
2655,613115.919,9642458.103
2656,613158.909,9642514.263
2657,613179.338,9642530.582
2658,613193.158,9642539.712
2659,613219.978,9642552.232
2660,613262.708,9642568.002
2661,613356.427,9642584.962
2662,613407.626,9642599.281
2663,613439.726,9642626.221
2664,613466.366,9642656.741
2665,613517.165,9642679.681
2666,613553.355,9642693.09
2667,613592.095,9642711.54
2668,613541.745,9642709.75
2669,613503.136,9642703.79
2670,613462.496,9642689.761
2671,613396.216,9642645.981
2672,613366.157,9642627.731
2673,613317.397,9642615.261
2674,613240.198,9642602.542
2675,613206.518,9642606.542
2676,613161.579,9642617.102
2677,613128.809,9642644.951
2678,613107.139,9642702.551
2679,613107.639,9642721.411
2680,613109.809,9642743.09
2681,613113.599,9642762.8
2682,613123.899,9642775.12
2683,613137.449,9642784.97
2684,613160.099,9642788.53
2685,613237.278,9642826.58
2686,613288.068,9642854.589
2687,613327.397,9642892.749
2688,613333.737,9642916.019
2689,613333.667,9642941.018
2690,613297.918,9643031.118
2691,613272.428,9643070.457
2692,613249.478,9643112.327
2693,613230.339,9643150.397
2694,613208.649,9643197.356
2695,613161.479,9643277.285
2696,613134.72,9643316.615
2697,613111.76,9643359.765
2698,613101.17,9643403.294
2699,613093.49,9643453.954
2700,613099.33,9643480.444
2701,613181.359,9643531.313
2702,613201.609,9643577.063
2703,613177.39,9643618.932
2704,613093.42,9643664.732
2705,613056.281,9643687.212
2706,613025.301,9643727.551
2707,613029.881,9643773.351
2708,613066.541,9643795.331
2709,613124.93,9643807.38
2710,613182.16,9643809.26
2711,613282.829,9643795.06
2712,613334.898,9643803.24
2713,613437.617,9643833.54
2714,613476.867,9643850.47
2715,613518.627,9643871.249
2716,613570.376,9643908.639
2717,613600.506,9643945.809
2718,613628.086,9643982.948
2719,613680.615,9644064.827
2720,613708.185,9644103.237
2721,613733.205,9644141.627
2722,613753.105,9644182.496
2723,613765.395,9644222.016
2724,613768.595,9644277.965
2725,613764.315,9644319.845
2726,613749.095,9644375.244
2727,613747.8,9644376.718
2728,613711.045,9644418.544
2729,613694.007,9644445.672
2730,613685.546,9644459.144
2731,613677.456,9644479.804
2732,613674.576,9644493.243
2733,613675.546,9644520.373
2734,613680.446,9645092.968
2735,613832.375,9645267.686
2736,614083.063,9645563.953
2737,614280.582,9645776.661
2738,614462.9,9646042.548
2739,614558.043,9646149.582
2740,614677.97,9646284.498
2741,614766.768,9646384.395
2742,614861.094,9646412.692
2743,614994.666,9646452.764
2744,615306.133,9646528.733
2745,615663.17,9646771.82
2746,616012.617,9646885.769
2747,616156.329,9646974.158
2748,616158.014,9646975.195
2749,616393.753,9647120.186
2750,616459.563,9647101.486
2751,616506.762,9647092.196
2752,616507.372,9647091.846
2753,616545.952,9647069.706
2754,616550.664,9647064.702
2755,616571.902,9647042.147
2756,616632.341,9646925.738
2757,616704.32,9646867.768
2758,616769.889,9646803.089
2759,616800.419,9646784.089
2760,616830.979,9646757.469
2761,616862.819,9646719.419
2762,616900.848,9646680.79
2763,616914.824,9646670.69
2764,616940.718,9646651.98
2765,616974.827,9646629.42
2766,617012.987,9646612.96
2767,617053.707,9646587.63
2768,617055.29,9646586.76
2769,617090.606,9646567.36
2770,617128.756,9646552.181
2771,617175.805,9646544.631
2772,617309.274,9646537.211
2773,617356.294,9646538.55
2774,617385.232,9646538.595
2775,617402.053,9646538.62
2776,617406.851,9646538.268
2777,617452.903,9646534.89
2778,617494.06,9646518.727
2779,617501.232,9646515.911
2780,617503.232,9646505.732
2781,617510.212,9646470.211
2782,617511.562,9646425.761
2783,617504.112,9646329.232
2784,617497.832,9646284.773
2785,617482.652,9646246.653
2786,617380.603,9645956.516
2787,617349.473,9645875.817
2788,617306.843,9645770.148
2789,617287.854,9645726.938
2790,617270.144,9645682.469
2791,617239.804,9645590.989
2792,617185.394,9645452.481
2793,617171.494,9645410.551
2794,617160.124,9645369.892
2795,617150.034,9645327.972
2796,617145.024,9645287.322
2797,617144.031,9645270.98
2798,617142.554,9645246.683
2799,617143.23,9645224.428
2800,617143.904,9645202.233
2801,617148.164,9645154.194
2802,617147.884,9645108.264
2803,617130.254,9645014.255
2804,617111.397,9644971.325
2805,617111.274,9644971.045
2806,617092.935,9644938.536
2807,617080.182,9644928.172
2808,617045.305,9644899.826
2809,616956.426,9644851.437
2810,616918.316,9644837.407
2811,616872.586,9644824.637
2812,616833.197,9644815.687
2813,616776.337,9644813.187
2814,616734.058,9644814.267
2815,616683.248,9644801.497
2816,616643.889,9644774.768
2817,616615.979,9644745.518
2818,616591.909,9644703.568
2819,616568.869,9644654.139
2820,616554.049,9644610.999
2821,616517.239,9644525.66
2822,616504.609,9644478.651
2823,616503.409,9644436.741
2824,616536.889,9644200.583
2825,616558.579,9644151.094
2826,616585.328,9644118.114
2827,616618.418,9644092.764
2828,616659.128,9644075.044
2829,616699.827,9644061.134
2830,616746.867,9644051.044
2831,616796.446,9644044.774
2832,616848.566,9644039.774
2833,616893.075,9644029.684
2834,616932.515,9644006.885
2835,616959.285,9643963.745
2836,616958.095,9643916.755
2837,616942.935,9643867.196
2838,616937.925,9643826.556
2839,616939.275,9643779.567
2840,616952.065,9643737.677
2841,616967.394,9643695.787
2842,616987.804,9643653.908
2843,617023.454,9643617.138
2844,617095.983,9643572.798
2845,617144.093,9643540.859
2846,617140.466,9643569.771
2847,617139.413,9643578.168
